"","State","AgencyType","Agency","RaceEthnAnc","Religion","SexualOrientation","Disability","Gender","GenderID","Q1","Q2","Q3","Q4","Population","TotalCrimes","PopulationT","TotalCrimesT"
"242","Connecticut","Cities","Norwich",0,0,1,0,0,0,0,0,1,0,38964,1,-0.589476943873934,-1
"243","Connecticut","Cities","Old Saybrook",2,0,0,0,0,0,0,0,2,0,10069,2,-0.63074044904463,-0.744838731561351
"244","Connecticut","Cities","Orange",1,0,0,0,0,0,0,0,1,0,13948,1,-0.620546603749587,-1
"245","Connecticut","Cities","Plainville",1,0,0,0,0,0,0,0,1,0,17610,1,-0.613355172665405,-1
"246","Connecticut","Cities","Plymouth",1,0,0,0,0,0,0,0,0,1,11573,1,-0.626365317450979,-1
"247","Connecticut","Cities","Ridgefield",1,0,0,0,0,0,0,0,0,1,25050,1,-0.602642302172993,-1
"248","Connecticut","Cities","Seymour",0,1,0,0,0,0,1,0,0,0,16505,1,-0.615345775728699,-1
"249","Connecticut","Cities","Stamford",3,3,2,0,0,0,0,1,3,4,130678,8,-0.554868251527041,-0.413225159077106
"250","Connecticut","Cities","Torrington",1,0,0,0,1,0,1,0,0,1,33972,2,-0.593531734217611,-0.744838731561351
"251","Connecticut","Cities","Wallingford",1,0,0,0,0,0,1,0,0,0,44457,1,-0.585602594736174,-1
"252","Connecticut","Cities","West Hartford",1,0,0,0,0,0,1,0,0,0,62875,1,-0.575540778756213,-1
"253","Connecticut","Cities","West Haven",1,0,0,0,0,0,0,0,1,0,54794,1,-0.579513222780723,-1
"254","Connecticut","Cities","Westport",0,1,0,0,0,0,0,0,1,0,28332,1,-0.598943889220511,-1
"255","Connecticut","Cities","Wethersfield",1,0,0,0,0,0,1,0,0,0,26009,1,-0.601511337190743,-1
"256","Connecticut","Cities","Willimantic",0,0,1,0,0,0,0,1,0,0,17660,1,-0.613268227370559,-1
"257","Connecticut","Cities","Wilton",1,0,0,0,0,0,1,0,0,0,18439,1,-0.611946044287533,-1
"258","Connecticut","Universities and Colleges","Southern Connecticut State University",1,0,0,0,0,0,0,0,1,0,11642,1,-0.626179175250122,-1
"259","Delaware","Cities","Bethany Beach",1,0,0,0,0,0,0,0,1,0,1244,1,-0.70025945426299,-1
"260","Delaware","Cities","Dover",0,1,2,0,0,0,1,0,1,1,38361,3,-0.589936821585839,-0.626936372550773
"261","Delaware","Cities","Milford",2,0,0,0,0,0,0,1,0,1,11592,2,-0.626313944881783,-0.744838731561351
"262","Delaware","Cities","Seaford",1,1,0,0,0,0,1,0,1,0,7987,2,-0.638088350417993,-0.744838731561351
"263","Delaware","Cities","Wilmington",0,0,1,0,0,1,0,2,0,0,70624,2,-0.572205969744133,-0.744838731561351
"264","Delaware","Universities and Colleges","Delaware State University",0,0,1,0,0,0,1,0,0,0,4633,1,-0.655702568671574,-1
"265","Delaware","Universities and Colleges","University of Delaware",3,0,1,0,0,0,1,1,1,1,25534,4,-0.602065937573125,-0.554784736033923
"266","District of Columbia","Cities","Washington",107,5,60,1,2,27,53,57,55,37,705749,202,-0.50999684148015,-0.104767279810266
"267","Florida","Cities","Boca Raton",1,1,0,0,0,0,0,0,1,1,101163,2,-0.562016304571209,-0.744838731561351
"268","Florida","Cities","Cape Coral",1,0,1,0,0,0,0,1,0,1,194183,2,-0.543988150452762,-0.744838731561351
"269","Florida","Cities","Davie",3,0,0,0,0,0,2,1,0,0,108486,3,-0.560055820604934,-0.626936372550773
"270","Florida","Cities","DeLand",1,0,0,0,0,0,1,0,0,0,34468,1,-0.593101736788822,-1
"271","Florida","Cities","Deerfield Beach",0,0,1,0,0,0,0,0,0,1,81602,1,-0.568087142279275,-1
"272","Florida","Cities","Fort Lauderdale",2,0,1,0,0,0,0,3,0,0,184765,3,-0.545342085551977,-0.626936372550773
"273","Florida","Cities","Fort Myers",1,0,0,0,0,0,1,0,0,0,85127,1,-0.566887177292231,-1
"274","Florida","Cities","Gainesville",2,1,1,0,0,0,1,1,1,1,135085,4,-0.553948822619094,-0.554784736033923
"275","Florida","Cities","Jacksonville",4,0,0,0,0,0,0,1,2,1,909142,4,-0.50357993092409,-0.554784736033923
"276","Florida","Cities","Largo",2,0,0,0,0,0,0,0,0,2,85740,2,-0.566683837265865,-0.744838731561351
"277","Florida","Cities","Miami",0,2,0,0,0,0,1,0,1,0,480505,2,-0.519894358041597,-0.744838731561351
"278","Florida","Cities","Miami Beach",0,16,4,0,0,0,8,4,4,4,92185,20,-0.564633949197701,-0.279938255483515
"279","Florida","Cities","Miami Gardens",0,1,0,0,0,0,0,1,0,0,113786,1,-0.558721724915445,-1
"280","Florida","Cities","Miami Shores",0,0,1,0,0,0,0,1,0,0,10572,1,-0.629204966931832,-1
"281","Florida","Cities","Miramar",0,0,2,0,0,0,2,0,0,0,143334,2,-0.552309532541291,-0.744838731561351
"282","Florida","Cities","New Port Richey",1,0,0,0,0,0,0,0,0,1,16703,1,-0.614978985825094,-1
"283","Florida","Cities","North Miami",1,0,0,0,0,0,1,0,0,0,63547,1,-0.575234926713312,-1
"284","Florida","Cities","North Port",1,0,0,0,0,0,1,0,0,0,70181,1,-0.572386025822716,-1
"285","Florida","Cities","Oakland Park",0,0,1,0,0,0,0,0,1,0,45857,1,-0.584695455092615,-1
"286","Florida","Cities","Ocala",1,0,1,0,0,0,0,0,0,2,60932,2,-0.576444803292286,-0.744838731561351
"287","Florida","Cities","Orlando",1,1,2,0,0,0,2,1,0,1,292120,4,-0.532993527836067,-0.554784736033923
"288","Florida","Cities","Palm Bay",0,0,1,0,0,0,0,0,0,1,115520,1,-0.558299374123434,-1
"289","Florida","Cities","Palm Beach Gardens",1,1,0,0,0,0,0,0,2,0,57236,2,-0.57825119140975,-0.744838731561351
"290","Florida","Cities","Pompano Beach",1,0,1,0,0,0,0,0,2,0,113536,2,-0.558783174387379,-0.744838731561351
"291","Florida","Cities","Sarasota",1,0,0,0,0,0,0,0,0,1,58470,1,-0.577634794138435,-1
"292","Florida","Cities","St. Augustine",0,1,0,0,0,0,1,0,0,0,14778,1,-0.618755705972865,-1
"293","Florida","Cities","Sunny Isles Beach",0,0,1,0,0,0,0,1,0,0,22476,1,-0.605918271444219,-1
"294","Florida","Cities","Sunrise",0,1,0,0,0,0,1,0,0,0,96919,1,-0.563221926525868,-1
"295","Florida","Cities","Tampa",0,2,0,0,0,0,1,1,0,0,400501,2,-0.524650172221585,-0.744838731561351
"296","Florida","Cities","Temple Terrace",1,0,0,0,0,0,0,0,0,1,26725,1,-0.600695134548752,-1
"297","Florida","Cities","Titusville",0,1,0,0,0,0,0,0,0,1,46866,1,-0.584059517837251,-1
"298","Florida","Cities","Weston",0,1,0,0,0,0,0,0,0,1,71946,1,-0.571675614589031,-1
"299","Florida","Cities","Winter Garden",2,0,0,0,0,0,0,2,0,0,46750,2,-0.58413189343164,-0.744838731561351
"300","Georgia","Cities","Brookhaven",1,0,1,0,0,0,0,0,0,2,54734,2,-0.579544969684933,-0.744838731561351
"301","Georgia","Cities","Cartersville",1,0,0,0,0,0,1,0,0,0,21322,1,-0.607517234801933,-1
"302","Georgia","Cities","College Park",1,0,0,0,0,0,0,0,0,1,15278,1,-0.61772712879078,-1
"303","Georgia","Cities","Douglasville",2,0,0,0,0,0,0,0,0,2,34609,2,-0.592980685025456,-0.744838731561351
"304","Georgia","Cities","Dunwoody",3,0,1,0,0,0,2,1,0,1,49868,4,-0.582249202635048,-0.554784736033923
"305","Georgia","Cities","Emerson",0,1,0,0,0,0,0,0,1,0,1603,1,-0.691438127518903,-1
"306","Georgia","Cities","Fayetteville",0,0,0,0,1,0,0,0,0,1,18041,1,-0.612614073642498,-1
"307","Georgia","Cities","Garden City",1,0,0,0,0,0,1,0,0,0,8854,1,-0.634808925138261,-1
"308","Georgia","Cities","Glennville",0,0,1,0,0,0,0,0,0,1,5084,1,-0.65266409708672,-1
"309","Georgia","Cities","Griffin",3,0,0,0,0,0,0,0,0,3,22840,3,-0.605431753582043,-0.626936372550773
"310","Georgia","Cities","Johns Creek",2,0,0,0,0,0,0,0,0,2,85258,2,-0.56684359400725,-0.744838731561351
"311","Georgia","Cities","Kennesaw",3,1,0,0,0,0,0,0,0,4,34641,4,-0.592953284383062,-0.554784736033923
"312","Georgia","Cities","Lilburn",1,0,0,0,0,0,0,0,0,1,12769,1,-0.623292865310292,-1
"313","Georgia","Cities","Manchester",2,0,0,0,0,0,0,1,1,0,3958,2,-0.660885480317095,-0.744838731561351
"314","Georgia","Cities","Marietta",1,0,0,0,0,0,0,0,0,1,61324,1,-0.576260001798598,-1
"315","Georgia","Cities","Milledgeville",4,0,0,0,0,0,0,0,0,4,18655,4,-0.611589805107127,-0.554784736033923
"316","Georgia","Cities","Monroe",1,0,0,0,0,0,0,0,0,1,13662,1,-0.621189757082249,-1
"317","Georgia","Cities","Newnan",1,0,0,0,0,0,0,0,0,1,40720,1,-0.588179131211273,-1
"318","Georgia","Cities","Sandy Springs",4,1,0,1,0,0,0,1,1,4,110760,6,-0.559475216022668,-0.466966492500393
"319","Georgia","Cities","Smyrna",2,0,0,0,0,0,0,0,0,2,57423,2,-0.578156890699554,-0.744838731561351
"320","Georgia","Cities","Snellville",1,0,0,0,0,0,0,0,0,1,20113,1,-0.609292956027015,-1
"321","Georgia","Cities","Sparta",4,0,0,0,0,0,0,0,0,4,1209,4,-0.701259382517429,-0.554784736033923
"322","Georgia","Cities","Suwanee",1,0,0,0,0,0,0,1,0,0,21331,1,-0.607504416014252,-1
"323","Georgia","Cities","Warner Robins",7,0,0,0,0,0,0,0,0,7,76623,7,-0.569878198068109,-0.437354231717505
"324","Georgia","Universities and Colleges","Fort Valley State University",4,0,0,0,0,0,0,0,0,4,3044,4,-0.66961899940472,-0.554784736033923
"325","Hawaii","Cities","Honolulu",30,2,9,0,0,0,15,7,12,7,974902,41,-0.501824605585658,-0.206332129715345
"326","Idaho","Cities","Boise",6,0,2,0,0,0,3,2,1,2,231314,8,-0.539249689942558,-0.413225159077106
"327","Idaho","Cities","Chubbuck",1,0,0,0,0,0,1,0,0,0,15490,1,-0.61730163764459,-1
"328","Idaho","Cities","Coeur d'Alene",3,0,0,0,0,0,0,0,0,3,52256,3,-0.580889052575114,-0.626936372550773
"329","Idaho","Cities","Jerome",1,0,0,0,0,0,1,0,0,0,11921,1,-0.625438145855592,-1
"330","Idaho","Cities","Pocatello",0,0,1,0,0,0,0,1,0,0,56514,1,-0.578618343494719,-1
"331","Idaho","Cities","Post Falls",1,0,1,0,0,0,1,0,1,0,35649,2,-0.592103505654775,-0.744838731561351
"332","Illinois","Cities","Aurora",0,1,0,0,0,0,0,0,0,1,199784,1,-0.543215263940073,-1
"333","Illinois","Cities","Bartonville",0,0,1,0,0,0,1,0,0,0,6137,1,-0.646550115810578,-1
"334","Illinois","Cities","Chicago",18,5,11,0,0,6,13,17,9,0,2707064,40,-0.476842629110393,-0.208508855129839
"335","Illinois","Cities","DeKalb",1,0,0,0,0,0,0,1,0,0,42428,1,-0.586971982643719,-1
"336","Illinois","Cities","Elk Grove Village",1,0,0,0,0,0,0,1,0,0,32371,1,-0.594966063045046,-1
"337","Illinois","Cities","Fairview Heights",1,0,0,0,0,0,0,0,0,1,16368,1,-0.615602279329608,-1
"338","Illinois","Cities","Farmington",1,0,0,0,0,0,0,1,0,0,2236,1,-0.680027397138699,-1
"339","Illinois","Cities","Galesburg",0,1,0,0,0,0,1,0,0,0,30220,1,-0.597015046857143,-1
"340","Illinois","Cities","Hoopeston",1,0,0,0,0,0,1,0,0,0,5046,1,-0.652908973734399,-1
"341","Illinois","Cities","Joliet",0,0,1,0,0,0,1,0,0,0,148155,1,-0.551396727611677,-1
"342","Illinois","Cities","Montgomery",1,0,0,0,0,0,0,0,1,0,19927,1,-0.609576062001096,-1
"343","Illinois","Cities","Pingree Grove",1,0,0,0,0,0,0,0,1,0,9765,1,-0.631708015636529,-1
"344","Illinois","Cities","Pontiac",1,0,0,0,0,0,1,0,0,0,11211,1,-0.627361383035739,-1
"345","Illinois","Cities","Rockford",1,0,2,0,0,0,1,1,1,0,145719,3,-0.551853995039878,-0.626936372550773
"346","Illinois","Cities","Springfield",1,0,0,0,0,0,0,0,0,1,114393,1,-0.55857311361406,-1
"347","Illinois","Cities","Steger",1,0,0,0,0,0,0,1,0,0,9301,1,-0.633247549383113,-1
"348","Illinois","Cities","Streamwood",1,0,0,0,0,0,0,0,1,0,39529,1,-0.58905277817464,-1
"349","Indiana","Cities","Bloomington",1,0,0,0,0,0,1,0,0,0,85542,1,-0.566749349074055,-1
"350","Indiana","Cities","Columbus",2,0,1,0,0,0,0,1,0,2,47991,3,-0.583367203884989,-0.626936372550773
"351","Indiana","Cities","Fort Wayne",1,1,1,0,0,0,1,1,1,0,269366,3,-0.535159034008313,-0.626936372550773
"352","Indiana","Cities","Hobart",2,0,0,0,0,0,0,0,1,1,27880,2,-0.599425703336084,-0.744838731561351
"353","Indiana","Cities","Indianapolis",13,5,3,0,0,1,5,3,8,6,883699,22,-0.504295138876264,-0.268825437117403
"354","Indiana","Cities","South Bend",4,1,0,0,0,1,2,1,2,1,101944,6,-0.561800234954578,-0.466966492500393
"355","Indiana","Cities","Terre Haute",3,0,0,0,0,0,1,0,2,0,60749,3,-0.576531503279458,-0.626936372550773
"356","Iowa","Cities","Ames",0,0,2,0,0,0,0,1,1,0,68237,2,-0.573190526281671,-0.744838731561351
"357","Iowa","Cities","Clive",0,0,1,0,0,0,0,0,0,1,17305,1,-0.613891216839119,-1
"358","Iowa","Cities","Davenport",1,0,0,0,0,0,0,0,0,1,102392,1,-0.561677075393979,-1
"359","Iowa","Cities","Dubuque",1,0,0,0,0,0,0,0,1,0,57973,1,-0.577881393343136,-1
"360","Iowa","Cities","Iowa City",2,0,0,0,0,0,0,2,0,0,77390,2,-0.569594461390973,-0.744838731561351
"361","Iowa","Cities","Sioux City",0,0,1,0,0,0,1,0,0,0,82339,1,-0.56783181325973,-1
"362","Iowa","Cities","Waterloo",1,0,0,0,0,0,0,0,1,0,67723,1,-0.573407264316796,-1
"363","Iowa","Universities and Colleges","Iowa State University",1,0,0,0,0,0,0,0,0,1,39108,1,-0.589368227626934,-1
"364","Kansas","Cities","Cherryvale",0,1,0,0,0,0,0,1,0,0,2127,1,-0.681728775064344,-1
"365","Kansas","Cities","Clay Center",0,0,0,1,0,0,0,0,1,0,3946,1,-0.660985824875669,-1
"366","Kansas","Cities","Coffeyville",0,1,0,0,0,0,0,0,0,1,9260,1,-0.633387445183533,-1
"367","Kansas","Cities","Columbus",1,0,0,0,0,0,0,0,0,1,3042,1,-0.669641004992174,-1
"368","Kansas","Cities","Concordia",1,0,1,0,0,0,0,0,0,2,4904,2,-0.653841491994922,-0.744838731561351
"369","Kansas","Cities","Dodge City",2,0,0,0,0,0,0,1,0,1,27314,2,-0.600040735535201,-0.744838731561351
"370","Kansas","Cities","El Dorado",1,0,0,0,0,0,0,0,1,0,12899,1,-0.62297726514901,-1
"371","Kansas","Cities","Garden City",1,0,1,0,0,0,2,0,0,0,26509,2,-0.600938920828969,-0.744838731561351
"372","Kansas","Cities","Gardner",1,0,0,0,0,0,0,0,1,0,22229,1,-0.606253143805977,-1
"373","Kansas","Cities","Garnett",1,0,0,0,0,0,0,0,0,1,3244,1,-0.66749183515387,-1
"374","Kansas","Cities","Goodland",0,1,0,0,0,0,1,0,0,0,4374,1,-0.657591303414776,-1
"375","Kansas","Cities","Hays",1,0,0,0,0,0,0,0,1,0,20894,1,-0.608133489649666,-1
"376","Kansas","Cities","Haysville",0,1,0,0,0,0,1,0,0,0,11319,1,-0.627060720314299,-1
"377","Kansas","Cities","Hiawatha",1,1,0,0,0,0,0,1,1,0,3119,2,-0.668804568843389,-0.744838731561351
"378","Kansas","Cities","Hillsboro",1,0,0,1,0,0,2,0,0,0,2814,2,-0.672254619683888,-0.744838731561351
"379","Kansas","Cities","Hoisington",1,0,0,0,0,0,0,1,0,0,2486,1,-0.676433244763723,-1
"380","Kansas","Cities","Hutchinson",2,0,0,0,0,0,1,0,1,0,40431,2,-0.588388635418523,-0.744838731561351
"381","Kansas","Cities","Independence",0,0,1,0,0,0,0,0,1,0,8497,1,-0.636116585472373,-1
"382","Kansas","Cities","Larned",1,0,0,0,0,0,0,1,0,0,3739,1,-0.66276906100661,-1
"383","Kansas","Cities","Leavenworth",2,0,0,0,0,0,0,0,2,0,36149,2,-0.591691302704163,-0.744838731561351
"384","Kansas","Cities","Leawood",0,0,0,1,0,0,1,0,0,0,35052,1,-0.592603701529761,-1
"385","Kansas","Cities","Lindsborg",0,1,0,0,0,0,0,1,0,0,3269,1,-0.667235667864998,-1
"386","Kansas","Cities","Maize",0,1,0,0,0,0,1,0,0,0,4836,1,-0.654298139513491,-1
"387","Kansas","Cities","Paola",1,0,0,0,0,0,0,1,0,0,5676,1,-0.649079481642845,-1
"388","Kansas","Cities","Salina",6,0,0,0,0,2,1,6,0,1,46567,8,-0.584246456432718,-0.413225159077106
"389","Kansas","Cities","Shawnee",2,0,0,0,0,0,0,1,1,0,66300,2,-0.574016430327272,-0.744838731561351
"390","Kansas","Cities","Tonganoxie",1,1,0,0,0,0,1,0,0,1,5591,2,-0.649569351349972,-0.744838731561351
"391","Kansas","Cities","Topeka",1,0,0,0,0,0,1,0,0,0,125655,1,-0.555956754872496,-1
"392","Kansas","Cities","Valley Center",0,1,0,0,0,0,0,0,1,0,7376,1,-0.640632481514549,-1
"393","Kansas","Cities","Wichita",2,0,2,0,0,0,1,0,2,1,390080,4,-0.52534223306426,-0.554784736033923
"394","Kansas","Cities","Winfield",0,1,0,0,0,0,0,0,0,1,12023,1,-0.625171768097218,-1
"395","Kansas","Universities and Colleges","Main Campus",1,0,0,0,0,0,1,0,0,0,31136,1,-0.596124346119467,-1
"396","Kentucky","Cities","Ashland",3,0,0,0,0,0,2,1,0,0,20222,3,-0.609128324513365,-0.626936372550773
"397","Kentucky","Cities","Audubon Park",1,0,0,0,0,0,0,1,0,0,1504,1,-0.693645555958165,-1
"398","Kentucky","Cities","Berea",2,0,0,0,0,0,1,1,0,0,16074,2,-0.616160426368637,-0.744838731561351
"399","Kentucky","Cities","Bowling Green",3,0,1,0,0,0,0,2,0,2,69627,4,-0.572612884338697,-0.554784736033923
"400","Kentucky","Cities","Campbellsville",2,0,0,0,0,0,0,0,1,1,11488,2,-0.62659623157605,-0.744838731561351
"401","Kentucky","Cities","Covington",8,0,0,0,0,0,6,0,0,2,40350,8,-0.588447636773987,-0.413225159077106
"402","Kentucky","Cities","Edgewood",1,0,0,0,0,0,0,0,0,1,8749,1,-0.635187699276668,-1
"403","Kentucky","Cities","Erlanger",1,0,0,0,0,0,1,0,0,0,23116,1,-0.605068251527566,-1
"404","Kentucky","Cities","Florence",2,0,0,1,0,0,1,1,0,1,32848,3,-0.594531066937341,-0.626936372550773
"405","Kentucky","Cities","Frankfort",3,0,0,0,0,0,2,0,1,0,27723,3,-0.599594980844889,-0.626936372550773
"406","Kentucky","Cities","Georgetown",3,0,0,0,0,0,2,1,0,0,35106,3,-0.592558091086612,-0.626936372550773
"407","Kentucky","Cities","Glasgow",1,0,0,0,0,0,1,0,0,0,14475,1,-0.619396962668659,-1
"408","Kentucky","Cities","Hodgenville",1,0,0,0,0,0,1,0,0,0,3239,1,-0.667543317315543,-1
"409","Kentucky","Cities","Hopkinsville",2,0,0,0,0,0,1,1,0,0,30895,2,-0.596355995782362,-0.744838731561351
"410","Kentucky","Cities","Jeffersontown",1,0,1,0,0,0,1,1,0,0,28015,2,-0.599280944671302,-0.744838731561351
"411","Kentucky","Cities","La Grange",1,0,0,0,0,0,1,0,0,0,9080,1,-0.634009415581816,-1
"412","Kentucky","Cities","Leitchfield",1,0,1,0,0,0,2,0,0,0,6852,2,-0.642997274825375,-0.744838731561351
"413","Kentucky","Cities","Lexington2",15,1,2,0,0,0,4,5,5,3,326070,18,-0.530071504141595,-0.292758278910954
"414","Kentucky","Cities","Louisville Metro",4,4,2,0,0,1,2,3,2,4,675501,11,-0.511115086550256,-0.36091763992171
"415","Kentucky","Cities","Mayfield",1,0,0,0,0,0,0,0,1,0,9851,1,-0.631431122640628,-1
"416","Kentucky","Cities","Maysville",2,0,0,0,0,0,0,2,0,0,8750,2,-0.63518406943562,-0.744838731561351
"417","Kentucky","Cities","Morehead",1,0,0,0,0,0,0,0,0,1,7736,1,-0.639107886842558,-1
"418","Kentucky","Cities","Newport",1,0,1,0,0,0,1,0,0,1,14965,2,-0.618366799424797,-0.744838731561351
"419","Kentucky","Cities","Nicholasville",1,0,0,0,0,0,1,0,0,0,31188,1,-0.596074610576099,-1
"420","Kentucky","Cities","Owensboro",5,0,0,0,0,0,0,0,4,1,60107,5,-0.576837847222102,-0.504588964513974
"421","Kentucky","Cities","Paducah",3,2,1,0,0,0,1,2,2,1,24832,6,-0.602905735015634,-0.466966492500393
"422","Kentucky","Cities","Radcliff",2,0,0,0,0,0,0,0,2,0,22998,2,-0.605223101129145,-0.744838731561351
"423","Kentucky","Cities","Richmond",1,0,0,0,0,0,1,0,0,0,36458,1,-0.591439543484584,-1
"424","Kentucky","Cities","Russell Springs",1,0,0,0,0,0,0,1,0,0,2632,1,-0.674505826836457,-1
"425","Kentucky","Cities","Shively",2,0,0,0,0,0,0,1,1,0,15845,2,-0.616602651338738,-0.744838731561351
"426","Kentucky","Cities","Simpsonville",0,0,1,0,0,0,1,0,0,0,2945,1,-0.670726916450188,-1
"427","Kentucky","Cities","Stanton",1,0,0,0,0,0,0,1,0,0,2651,1,-0.674263287338234,-1
"428","Kentucky","Cities","St. Matthews",0,0,0,0,1,0,0,0,0,1,18275,1,-0.612219461069798,-1
"429","Kentucky","Cities","Versailles",1,0,0,0,0,1,1,0,0,1,26625,2,-0.600807740385542,-0.744838731561351
"430","Kentucky","Cities","West Buechel",1,0,0,0,0,0,1,0,0,0,1285,1,-0.699125018159016,-1
"431","Kentucky","Cities","Winchester",0,0,0,0,0,1,0,1,0,0,18605,1,-0.611671881222181,-1
"432","Kentucky","Universities and Colleges","University of Kentucky",1,0,0,0,0,0,1,0,0,0,31102,1,-0.596156912691997,-1
"433","Kentucky","Universities and Colleges","University of Louisville",1,0,1,0,0,0,1,0,0,1,24828,2,-0.602910591303708,-0.744838731561351
"434","Kentucky","Universities and Colleges","Western Kentucky University",1,0,0,0,0,0,0,0,0,1,24560,1,-0.603237847870699,-1
"435","Louisiana","Cities","Baton Rouge",0,0,1,0,0,0,0,1,0,0,220648,1,-0.54052402271932,-1
"436","Louisiana","Cities","New Orleans",2,0,3,0,0,0,2,1,1,1,394498,5,-0.525046490237718,-0.504588964513974
"437","Louisiana","Cities","Thibodaux",1,1,0,1,0,0,0,1,1,1,14587,3,-0.619158302434111,-0.626936372550773
"438","Louisiana","Cities","West Monroe",0,2,0,0,0,0,1,0,1,0,12350,2,-0.624333519449221,-0.744838731561351
"439","Maine","Cities","Augusta",0,1,1,0,0,0,0,1,0,1,18629,2,-0.611632455820472,-0.744838731561351
"440","Maine","Cities","Biddeford",0,0,1,0,0,0,0,0,1,0,21545,1,-0.607201275363139,-1
"441","Maine","Cities","Lewiston",2,0,0,0,0,0,0,0,0,2,35865,2,-0.591924693906811,-0.744838731561351
"442","Maine","Cities","Portland",4,0,1,0,0,0,1,1,2,1,66458,5,-0.573948118630742,-0.504588964513974
"443","Maine","Cities","Rockland",1,0,0,0,0,0,0,0,1,0,7128,1,-0.641728925772333,-1
"444","Maine","Cities","Saco",1,0,3,0,0,0,1,2,1,0,19908,4,-0.609605137493179,-0.554784736033923
"445","Maine","Cities","Sanford",0,0,1,0,0,0,0,1,0,0,21233,1,-0.607644305104295,-1
"446","Maine","Cities","South Portland",0,1,0,0,0,0,0,0,0,1,25686,1,-0.601887295024102,-1
"447","Maryland","Cities","Takoma Park",0,0,1,0,0,0,0,0,1,0,17893,1,-0.612866442067009,-1
"448","Maryland","Cities","Westminster",1,0,0,0,0,0,1,0,0,0,18664,1,-0.611575055939194,-1
"449","Maryland","Universities and Colleges","University of Maryland: Baltimore County",0,0,0,1,0,0,1,0,0,0,15681,1,-0.616923497796819,-1
"450","Maryland","Universities and Colleges","University of Maryland: College Park",1,0,0,0,0,0,0,0,1,0,44052,1,-0.585870618301216,-1
"451","Massachusetts","Cities","Acton",4,2,0,0,0,0,2,1,2,1,23780,6,-0.604212085037628,-0.466966492500393
"452","Massachusetts","Cities","Amherst",0,0,0,0,1,0,0,1,0,0,39603,1,-0.588997695679307,-1
"453","Massachusetts","Cities","Andover",0,2,0,0,0,0,0,0,1,1,36547,2,-0.591367445769316,-0.744838731561351
"454","Massachusetts","Cities","Arlington",3,3,2,0,0,1,1,3,1,2,45614,9,-0.584850805098699,-0.393049215227122
"455","Massachusetts","Cities","Ashburnham",0,0,1,0,0,0,0,1,0,0,6330,1,-0.645549894520043,-1
"456","Massachusetts","Cities","Attleboro",0,0,1,0,0,0,0,1,0,0,44959,1,-0.58527391409312,-1
"457","Massachusetts","Cities","Barnstable",3,3,0,0,0,0,2,0,3,0,44032,6,-0.585883920995909,-0.466966492500393
"458","Massachusetts","Cities","Belmont",1,0,0,0,0,0,0,0,0,1,26331,1,-0.601141391592559,-1
"459","Massachusetts","Cities","Boston",113,26,47,0,1,1,39,57,39,42,698941,188,-0.510244079462893,-0.108014712508789
"460","Massachusetts","Cities","Braintree",1,1,0,0,0,0,0,0,2,0,37145,2,-0.590887743709572,-0.744838731561351
"461","Massachusetts","Cities","Brewster",0,0,1,0,0,0,0,0,1,0,9725,1,-0.63183767674089,-1
"462","Massachusetts","Cities","Brockton",2,0,0,0,0,0,2,0,0,0,95287,2,-0.56370036665561,-0.744838731561351
"463","Massachusetts","Cities","Brookline",4,2,0,0,0,0,1,1,1,3,58928,6,-0.577409486655457,-0.466966492500393
"464","Massachusetts","Cities","Cambridge",9,6,3,0,0,2,4,4,5,5,119908,20,-0.557259642549767,-0.279938255483515
"465","Massachusetts","Cities","Chilmark",1,0,0,0,0,0,0,1,0,0,920,1,-0.710903428355184,-1
"466","Massachusetts","Cities","Concord",1,0,0,0,0,0,1,0,0,0,19253,1,-0.610625700752811,-1
"467","Massachusetts","Cities","Danvers",2,2,0,0,0,0,0,1,0,2,27664,4,-0.599658855041915,-0.554784736033923
"468","Massachusetts","Cities","Dracut",1,0,0,0,0,0,0,0,1,0,31786,1,-0.595508830838561,-1
"469","Massachusetts","Cities","Easthampton",0,0,1,0,0,0,0,1,0,0,15979,1,-0.616343074130998,-1
"470","Massachusetts","Cities","Edgartown",1,0,0,0,0,0,0,0,1,0,4362,1,-0.657681638151503,-1
"471","Massachusetts","Cities","Everett",1,0,0,0,0,0,0,0,1,0,47195,1,-0.583855264466336,-1
"472","Massachusetts","Cities","Fall River",0,1,0,0,0,0,1,0,0,0,89066,1,-0.565606514083167,-1
"473","Massachusetts","Cities","Framingham",0,1,0,0,0,0,0,1,0,0,73127,1,-0.571210408059907,-1
"474","Massachusetts","Cities","Gloucester",1,0,0,0,0,0,0,0,1,0,30362,1,-0.596875126819542,-1
"475","Massachusetts","Cities","Greenfield",1,1,1,0,0,0,1,1,1,0,17464,3,-0.613610544203796,-0.626936372550773
"476","Massachusetts","Cities","Hamilton",1,1,0,0,0,0,0,0,1,0,8075,2,-0.637738848755373,-0.744838731561351
"477","Massachusetts","Cities","Haverhill",4,2,1,0,0,0,0,3,2,1,63935,7,-0.575059876212766,-0.437354231717505
"478","Massachusetts","Cities","Hingham",1,0,0,0,0,0,0,1,0,0,23960,1,-0.603984313378959,-1
"479","Massachusetts","Cities","Hull",1,1,0,0,0,0,0,0,1,0,10402,2,-0.629715172659956,-0.744838731561351
"480","Massachusetts","Cities","Kingston",0,1,0,0,0,0,0,0,1,0,13758,1,-0.620972309882311,-1
